Depth,DT,RHOB,NPHI,PEF,SGR,RT
3631.5283,51.55,2.756,8.284,3.594,33.48,83.79
3390.588,65.66,2.435,0.1237,2.724,51.35,21.05
3496.0488,65.43,2.481,0.1221,4.915,11.74,59.56
3637.4719,50.75,2.764,7.844,3.584,70.76,133.7
3370.4712,55.15,2.673,0.1349,3.217,53.37,28.45
3384.6488,58.37,2.641,0.158191,5.277,45.3395,31.94
3473.646,70.36,2.39,0.1375,2.834,38.07,33.51
3221.1238,55.83,2.695,0.1325,3.849,40.2701,17.35
3277.05,53.28,2.704,0.07601,3.6,31.01,29.88
3221.2762,55.6,2.696,0.1295,3.958,44.7596,20.88
3220.5142,55.2,2.705,0.126499,3.504,51.1003,14.51
3258.1524,60.21,2.695,0.1268,3.71,46.71,50.69
3660.0312,71.26,2.651,0.2465,4.312,94.96,4.138
3283.9125,60.77,2.58,0.194198,3.73,26.45,32.64
3262.4196,55.47,2.684,0.1323,3.381,48.07,17.45
3660.9456,80.38,2.627,0.2407,3.6,123.2,3.346
3473.3412,70.16,2.377,0.1352,3.107,38.9,38.99
3583.374,58.11,2.677,8.42E-02,4.586,54.97,8.373
3522.2616,80.1,2.254,0.1623,1.903,21.76,29.42
3704.2272,60.09,2.671,0.1024,4.969,83.42,16.32
3348.0684,57.79,2.631,0.1546,3.381,37.47,12.18
3663.9936,71.46,2.491,0.1563,2.834,30.18,1.152
3444.69,63.2,2.521,0.1883,4.312,43.13,22.2
3319.4172,51.63,2.776,6.72E-02,3.546,48.21,45.39
3355.3836,57.54,2.614,0.1699,3.491,38.05,49.99
3301.8912,60.1,2.662,0.1253,3.107,37.99,3.772
3266.6868,55.88,2.653,0.1541,3.217,61.28,16.42
3346.5444,58.5,2.576,0.1678,3.491,35.9,56.14
3524.3952,79.46,2.25,0.1502,1.958,29.34,37.13
3336.486,75.29,2.555,0.1726,3.217,142.5,2.858
3516.4704,66.59,2.595,0.188,3.819,51.42,2.615
3317.4432,48.9945,2.8011,4.81E-02,3.3987,55.8364,77.3335
3317.2908,49.3023,2.7961,5.29E-02,3.4155,56.9816,82.1122
3344.5632,54.46,2.66,0.122,3.381,27.44,71.56
3395.922,57.09,2.699,7.89E-02,4.203,87.11,9.652
3401.5608,53.93,2.652,3.89E-02,5.134,64.48,27.32
3550.7676,49.7682,2.8198,5.91E-02,3.7079,24.1571,333.973
3252.5208,55.5057,2.6577,0.149012,3.2943,37.675,71.4538
3365.442,56.04,2.677,0.05577,5.134,45.25,17.88
3317.5956,48.778,2.8061,4.49E-02,3.4689,54.4846,80.5759
3341.2104,51.34,2.621,0.01227,4.312,27.89,60.47
3509.1552,62.03,2.563,0.1412,4.531,20.92,6.941
3478.0656,77.52,2.277,0.1865,1.958,20.67,0.2991
3584.136,56.83,2.676,5.02E-02,5.407,47.81,11.88
3358.8888,52.19,2.784,7.06E-02,4.038,23.54,15.32
3383.4252,75.13,2.322,0.1721,2.177,33.89,13.19
3499.866,57.7611,2.6453,0.156646,3.4191,54.5243,10.7553
3477.1512,76.12,2.405,0.1447,2.067,29.09,0.6343
3427.3236,60.7273,2.6364,0.198992,3.4812,62.694,3.1651
3363.156,55.66,2.705,0.1132,3.436,59.31,26.9
3448.5,62.57,2.595,0.1317,4.422,44.23,3.102
3440.7276,53.18,2.693,1.52E-02,5.626,85.66,29.73
3667.6512,76.44,2.305,0.1981,1.958,18.49,0.3601
3492.0936,65.0043,2.5509,0.255715,5.2123,74.1861,14.0277
3439.8132,57.89,2.566,7.51E-02,5.024,43.15,19.58
3529.7292,78.1,2.253,0.1324,1.848,21.1,42.68
3275.076,59.5242,2.6015,18.2897,3.4151,18.8929,6.5356
3484.314,76.65,2.291,0.1908,1.848,24.62,0.2383
3210.1536,56.6001,2.6571,14.9958,3.1718,47.0424,16.5402
3177.2352,58.8678,2.6119,17.726,3.1769,45.9523,6.0669
3175.5588,61.294,2.6989,0.143923,4.1583,20.6735,38.41
3261.36,49.6066,2.806,5.66E-02,3.7069,55.5938,93.0012
3668.718,78.94,2.275,0.2017,1.793,13.51,1.244
3484.6188,76.45,2.301,0.1936,1.848,20.34,0.2991
3496.506,63.1,2.511,0.1088,5.134,12.74,39.54
3523.7856,78.92,2.272,0.1326,2.067,27.74,29.88
3527.5956,79.39,2.234,0.1526,1.793,22.97,47.49
3313.7784,75.78,2.307,0.1454,2.012,25.71,38.96
3240.024,55.2371,2.6728,14.3092,3.4663,27.9139,13.3562
3308.292,68.95,2.416,0.1366,2.888,33.05,17.48
3281.172,57.8634,2.634,0.161286,3.3297,39.9248,33.4477
3307.6824,82.25,2.201,0.1124,2.012,30.85,13.52
3493.3056,52.18,2.715,1.05E-02,5.243,33.66,47.86
3257.8548,52.8538,2.7343,9.96E-02,3.699,54.2415,65.227
3499.7136,58.3645,2.6382,0.159622,3.4463,51.7229,12.8881
3407.664,55.1238,2.6574,0.148957,3.0895,26.1842,17.3083
3521.3472,78.73,2.262,0.1714,1.848,23.79,15.99
3477.3036,77.62,2.363,0.1591,1.958,27.55,0.5125
3339.3816,56.47,2.548,6.32E-02,4.367,28.41,33.87
3481.266,75.03,2.316,0.1722,2.012,21.89,0.4514
3295.0332,59.81,2.541,0.177,4.148,42.45,14.74
3474.7128,71.27,2.393,0.1504,2.396,39.13,7.52
3669.792,64.6955,2.5977,0.181816,3.7195,21.5338,21.9935
3550.6152,49.7091,2.8129,6.05E-02,3.7031,24.0774,346.445
3666.7368,79.19,2.253,0.1991,1.903,17.2,0.2078
3541.0068,77.54,2.299,0.175,2.067,44.09,15.32
3667.4988,76.7,2.286,0.2004,2.122,16.88,0.2991
3330.6948,54.46,2.677,0.02486,4.75,53.75,24.12
3513.7272,68.11,2.447,0.251,3.984,22.1,29.18
3661.5552,71.22,2.62,0.2465,4.203,93.66,3.133
3375.348,49.73,2.413,0.005836,3.71,33.7,49.59
3003.3468,56.9056,2.72,0.104974,4.0948,35.6955,1741.57
3459.4728,54.33,2.675,2.03E-02,4.86,53.37,26.83
3370.6308,137.102,2.597,0.179,3.802,44.35,111.615
3239.4144,62.9227,2.5975,0.186294,3.3546,38.1835,6.0758
3507.0216,65.65,2.522,0.1521,4.258,34.98,9.469
3136.8492,61.0234,2.5647,14.4669,4.9371,46.3903,8.3745
3486.6,63.04,2.536,0.1078,5.024,21.74,13.77
3328.866,61.18,2.712,0.1047,3.326,86.1,6.332
3144.1644,65.0834,2.4742,0.248442,4.7444,37.1883,22.1639
3660.6408,75.25,2.644,0.1971,3.874,96.19,3.559
3474.5604,71.92,2.378,0.1532,2.505,41.68,9.439
3586.8792,60.91,2.618,0.1095,4.805,37.32,4.107
3265.7796,60.0356,2.6338,0.166624,3.3017,48.6019,15.7559
3515.4036,68.83,2.501,0.2455,3.765,23.89,7.52
3526.6812,78.04,2.297,0.1589,2.012,51.14,19.92
3291.2304,67.9821,2.4442,0.260061,3.1249,88.9793,35.3705
3338.3148,53.85,2.672,4.53E-02,5.188,21.96,22.05
3185.922,62.6565,2.5628,20.0669,3.3177,51.1186,48.5198
3632.4468,61.15,2.661,0.1174,4.148,57.97,4.016
3209.544,57.9836,2.659,14.8735,3.8252,28.4343,19.5828
3290.9184,57.75,2.662,0.1289,2.998,68.36,4.808
3187.446,63.7076,2.5374,21.5732,3.2166,45.5405,35.7525
3299.1552,53.5475,2.71,11.0853,3.4336,28.9304,25.9436
3572.4084,66.7287,2.4872,0.24079,3.5718,30.2148,15.9053
3447.2808,70.53,2.442,0.2812,3.71,32.62,1.64
3269.7348,53.8,2.709,9.96E-02,3.326,65.46,9.256
3375.3552,63.3271,2.5122,0.230057,3.1388,36.3479,9.5235
3528.8148,78.52,2.226,0.1347,1.848,19.97,85.15
3382.968,75.58,2.376,0.1812,2.177,42.78,5.356
3083.2044,61.6374,2.6171,21.6627,3.3879,47.0894,3.2617
3349.8972,58,2.616,0.1446,3.546,41.91,41
3611.118,54.1483,2.6431,0.115063,3.9983,36.2952,24.4122
3491.934,55.06,2.653,0.02809,4.969,34.82,19.28
3272.3256,55.41,2.619,8.82E-02,4.422,41.65,18.52
3486.912,56.558,2.6704,0.139749,3.5149,46.7223,1385.05
3399.2748,59.05,2.538,9.27E-02,5.188,29.07,28.24
3658.5144,54.9805,2.706,0.119818,4.148,38.5164,119.062
3482.9424,66.52,2.477,8.02E-02,2.779,24.03,1.579
3669.3348,63.6018,2.6632,0.145958,4.0256,23.107,15.6898
3508.3932,67.07,2.543,0.2025,5.134,26.41,6.88
3312.7116,64.55,2.46,0.1614,2.615,40.21,37.13
3448.6524,62.03,2.593,0.1266,4.696,43.1,3.285
3269.43,53.08,2.727,9.05E-02,3.326,62.84,10.41
3350.0496,59.36,2.595,0.1524,3.381,43.91,36.16
3312.864,63.33,2.476,0.1431,2.888,39.47,37.13
3739.7436,53.9558,2.7307,0.112252,3.4708,42.3158,29.7532
3511.746,67.07,2.49,0.1695,5.353,12.73,16.78
3309.5112,58.54,2.578,5.63E-02,4.148,36.37,38.41
3499.0968,53.79,2.68,2.93E-02,4.75,30.4,21.29
3156.0516,69.5845,2.5347,0.245503,3.7903,39.3473,4.5997
3263.334,59.13,2.605,0.1439,3.874,74.52,48.16
3314.3952,51.3423,2.7483,8.54E-02,3.6388,66.7265,70.1214
3186.0744,63.8152,2.5358,21.7592,3.2918,52.3831,40.4497
3441.7944,56.91,2.625,0.04233,4.805,39.38,10.02
3485.5332,65.96,2.595,0.1855,5.353,32.32,2.523
3299.46,53.5321,2.7178,11.4497,3.4833,38.3795,19.8518
3740.2008,54.8263,2.682,0.143414,3.4422,53.1389,11.6248
3368.6496,56.836,2.6809,0.140862,3.9388,56.7078,291.798
3442.0992,58.03,2.607,5.12E-02,4.969,49.14,9.439
3544.3596,78.64,2.354,0.1938,2.286,61.88,5.509
3494.6772,63.75,2.524,0.1002,4.86,20.36,64.58
3391.1976,67.73,2.451,0.1214,2.669,44.57,4.717
3130.4484,63.8101,2.5399,0.241078,3.5109,49.9578,11.8037
3504.2784,58.72,2.617,6.54E-02,4.641,25.4,10.08
3489.1908,53.07,2.674,1.78E-02,5.243,47.67,25.65
3730.2948,53.8524,2.722,0.110071,4.1509,31.84,35.4197
3317.748,48.7027,2.809,4.41E-02,3.545,53.0666,79.2392
3257.7024,53.6211,2.7155,0.112676,3.6824,54.9623,73.3255
3797.046,62.536,2.5992,0.183816,4.0916,61.4948,4.4459
3757.8792,53.6568,2.7272,0.104259,4.0673,25.44,44.0524
3530.6436,79.12,2.254,0.1485,1.848,33.65,43.29
3590.2392,56.222,2.7168,0.108353,3.814,28.8888,152.772
3517.5372,68.94,2.511,0.1727,2.834,57.7,2.919
3280.8672,59.1749,2.6379,0.16322,3.3134,40.6227,33.5643
3331.3044,53.64,2.617,0.02171,5.243,23.07,33.57
3491.6292,55.37,2.652,3.05E-02,4.805,30.53,17.21
3459.0156,53.79,2.692,0.01617,4.915,45.83,29.79
3165.9576,62.0507,2.5657,20.6917,3.267,52.2206,18.8896
3252.6732,54.5267,2.6846,0.133276,3.3845,35.8708,72.9008
3468.6168,68.07,2.685,0.1848,3.71,86.07,3.833
3344.868,57.45,2.591,0.1564,3.272,20.51,87.28
3285.432,57.52,2.589,0.1557,3.107,36.5,26.23
3518.604,67.7,2.473,0.1348,2.45,33.47,5.966
3512.2032,69.4,2.47,0.2094,4.531,16.62,23.45
3355.5432,49.817,2.7784,6.92E-02,4.0358,59.6735,338.35
3434.784,55.3,2.691,0.03381,5.079,56.1,9.53
3318.5028,58.03,2.655,0.1078,3.217,41.7,25.37
3458.7108,53.75,2.692,0.01917,5.024,40.91,30.4
3494.3724,59.58,2.582,0.06726,4.586,16.1,49.87
3497.8848,71.289,2.431,0.2676,4.6021,31.1378,188.967
3264.2556,57.3011,2.5056,0.130263,3.5162,53.8047,29.9364
3529.1196,78.49,2.231,0.1376,1.848,15.31,73.78
3264.7128,54.0011,2.6552,7.27E-02,4.4307,50.6509,24.5972
3369.564,100.11,2.5957,0.184777,3.6998,43.2931,252.951
3440.2704,53.26,2.665,0.02452,5.407,77.29,24.37
3025.4448,61.2042,2.6778,16.584,3.512,38.8281,14.3563
3372.6048,51.13,2.777,4.74E-02,4.148,17.39,28.63
3335.4192,54.47,2.668,1.13E-02,4.367,40.18,11.82
3505.2,49.8923,2.6241,2.13E-02,4.3444,62.4276,103.435
3288.9372,51.12,2.692,4.70E-02,3.874,29.91,37.19
3339.0768,61.41,2.505,0.1039,4.805,16.88,33.2
3475.3224,69.34,2.469,0.1283,2.45,34.21,3.955
3370.7832,113.213,2.6344,0.164222,3.5169,45.254,104.728
3352.9452,54.97,2.643,0.1389,3.272,32.72,63.36
3427.476,60.239,2.6534,0.182768,3.6866,55.3919,4.4037
3375.6528,50.64,2.546,0.02733,4.312,41.03,25.86
3360.5652,56.62,2.653,0.1234,3.6,25.48,39.81
3281.0196,58.5627,2.634,0.163936,3.329,39.9393,33.3372
3381.444,61.11,2.634,9.77E-02,2.943,63.68,3.925
3489.8004,51.91,2.694,1.20E-02,5.024,44.3,31.77
3291.0708,59.62,2.645,0.1463,2.998,73,3.833
3487.6668,60.99,2.569,8.35E-02,4.75,25.24,11.39
3252.216,58.1081,2.6085,0.178668,3.2116,44.5205,80.6962
3440.88,53.52,2.69,1.66E-02,5.024,83.95,25.43
3321.5508,54.25,2.68,0.1223,3.491,29.12,61.32
3299.3076,53.6083,2.711,11.4302,3.4923,33.4206,19.9674
3666.432,78.79,2.27,0.1896,1.958,16.05,0.2078
3530.3388,77.9,2.275,0.1435,1.958,27.01,37.96
3325.818,52.38,2.72,9.95E-02,3.929,27.92,24.49
3339.9912,55.71,2.609,3.92E-02,4.969,27.67,35.46
3265.932,53.9515,2.7097,0.118102,3.357,48.3103,21.114
3369.7164,101.3,2.596,0.187,3.695,42.71,169.327
3535.5204,79.37,2.246,0.164,1.739,27.71,32.62
3669.6396,64.8674,2.6217,0.171832,3.7738,22.0152,18.4834
3646.4635,54.57,2.707,12.47,3.516,44.97,71.49
3649.9728,55.27,2.685,2.51E-02,3.984,35.58,23.7
3614.166,56.7477,2.5392,0.192024,3.8937,34.4733,9.3718
3503.0552,59.04,2.591,17.07,3.462,46.23,15.22
3295.6428,56.64,2.618,0.1326,3.217,45.84,45.51
3522.1052,55.98,2.625,15.64,3.077,44.7,29.16
3305.244,63.15,2.495,9.20E-02,2.396,38.44,9.408
3386.016,79.35,2.269,0.1868,2.177,54.7,19.58
3544.3556,55.94,2.664,15.24,3.494,40.1,21.08
3667.3464,77.15,2.271,0.2024,2.122,16.48,0.2383
3382.8156,75.28,2.399,0.1785,2.286,80.85,4.412
3337.4004,73.14,2.641,0.2313,3.765,132.5,4.29
3319.722,51.4,2.82,4.44E-02,4.477,37.48,70.52
3377.9388,52.17,2.802,3.89E-02,3.6,53.65,26.04
3542.3784,78.02,2.283,0.1617,2.122,56.7,23
3330.39,54.25,2.712,3.24E-02,4.805,43.79,18.4
3510.0696,63.74,2.5,0.116,5.024,16.29,9.226
3663.6888,71.67,2.466,0.1659,2.724,32.11,0.8779
3546.9464,51.75,2.749,8.756,3.551,47.64,127.1
3277.2024,53.64,2.692,0.08589,3.326,30.61,27.23
3284.67,55.71,2.659,0.1267,3.765,70.81,39.69
3661.7076,67.56,2.621,0.2104,3.929,71.6,2.828
3661.4028,75.41,2.617,0.2706,4.148,112.7,3.315
3633.6619,52.77,2.728,12.21,3.485,27.73,60.22
3630.618,67.94,2.644,0.218,4.586,72.03,4.199
3453.5292,79.45,2.411,0.192,2.231,62.57,0.6648
3306.006,76.49,2.296,7.86E-02,2.012,38.7,7.428
3448.8048,61.72,2.589,0.1231,5.134,43.29,3.559
3500.4684,52.88,2.791,1.93E-02,7.05,22.25,26.62
3634.1191,51.82,2.771,10.57,3.49,33.73,127.1
3285.2796,57.09,2.61,0.1432,3.162,38.48,29.33
3411.0096,55.47,2.675,9.36E-02,3.765,47.79,9.165
3336.3336,74.57,2.551,0.1462,3.217,123.9,3.224
3540.0924,78.51,2.312,0.1899,2.122,49.35,10.93
3637.0147,51.44,2.763,8.754,3.533,72.84,98.36
3378.2436,52.55,2.777,4.05E-02,3.874,52.75,24.03
3410.7048,54.53,2.659,9.83E-02,4.696,42.23,10.54
3332.0664,51.37,2.56,0.0183,4.148,26.25,26.47
3576.2112,85.52,2.611,0.3633,3.819,114.5,2.401
3338.6196,58.91,2.588,7.67E-02,4.86,18.89,33.51
3347.7636,55.99,2.66,0.1324,3.436,44.29,16.78
3366.6612,50.25,2.826,-2.17E-03,4.915,14.27,98.03
3340.296,56.52,2.582,0.05074,4.696,20.08,35.4
3306.6156,86.18,2.133,8.69E-02,1.958,34.1,9.865
3524.7,79.84,2.239,0.1528,1.903,26.03,47.86
3437.3748,53.31,2.683,0.01468,5.079,49.58,22.05
3637.1671,51.1,2.765,8.457,3.549,72.46,113.6
3331.152,53.77,2.637,0.0223,5.024,36.39,29.06
3510.6792,64.37,2.499,0.126,4.86,15.68,10.99
3637.3195,50.89,2.764,8.165,3.563,71.8,126.9
3440.5752,52.93,2.691,0.01528,5.626,84.77,30.28
3220.9714,56.03,2.692,0.1357,3.65,41.2505,15.61
3495.5916,66.72,2.453,0.1349,5.407,16.58,62.54
3220.819,55.97,2.691,0.1365,3.481,46.9602,14.82
3472.4268,70.12,2.369,0.1183,2.834,22.47,39.84
3220.6666,55.66,2.695,0.133199,3.432,49.6801,14.48
3427.3164,64.36,2.493,0.2021,3.162,55.51,6.697
3382.206,71.48,2.437,0.1389,2.56,106.6,2.919
3342.8868,52.65,2.7,9.82E-02,3.546,37.87,44.41
3515.8608,66.53,2.555,0.2047,3.874,31.47,4.046
3286.956,51.18,2.757,6.49E-02,3.491,54.52,45.57
3411.7716,57.11,2.659,0.1495,3.71,40.05,7.185
3271.716,62.6,2.533,0.2232,3.491,32.91,5.387
3353.7072,52.96,2.742,9.10E-02,4.148,23.78,58.89
3540.5496,78.02,2.314,0.1846,2.122,50.75,11.3
3438.7464,68.31,2.613,0.1883,3.819,122,7.672
3359.9556,53.4,2.732,9.62E-02,3.436,33.29,29.73
3382.3584,72.85,2.43,0.1518,2.669,120.4,3.102
3478.3704,77.98,2.284,0.1853,1.903,16.79,0.2991
3495.2868,67.24,2.449,0.1408,5.407,20.94,67.35
3264.7056,59.01,2.574,0.1569,3.272,43.92,47.37
3474.2556,72.75,2.368,0.1531,2.615,45.72,15.71
3489.4956,52.58,2.681,0.01546,5.134,44.45,29.79
3615.6828,74.34,2.614,0.2008,4.477,71.52,4.473
3542.0736,78.55,2.263,0.1547,1.903,38.44,24.25
3374.8908,50.09,2.448,-0.000058,4.586,35.62,67.02
3423.8112,64.31,2.467,0.2009,3.107,42.92,19.25
3312.5592,66.07,2.439,0.1769,2.56,42.26,38.84
3387.54,60.83,2.659,0.1714,4.258,43.92,5.509
3439.5084,62.11,2.517,0.1199,5.353,26.64,14.98
3313.9308,77.64,2.285,0.16,1.903,32.73,38.9
3486.2952,63.18,2.535,0.1199,4.969,19.92,12.49
3332.676,53.09,2.66,5.34E-02,3.436,47.53,18.94
3457.0344,76.61,2.598,0.2357,3.819,138.1,3.711
3517.6896,69.18,2.49,0.173,2.943,55.84,3.041
3449.262,63.92,2.549,0.1439,3.929,40.3,4.991
3371.9952,51.81,2.709,0.08614,3.326,37.45,19.1
3422.4396,55.29,2.642,5.62E-02,4.477,40.22,17.39
3488.4288,55.05,2.646,3.14E-02,5.134,48.31,16.87
3456.882,76.56,2.583,0.2279,3.71,134.6,3.468
3491.4768,55.34,2.651,3.08E-02,4.969,30.27,16.63
3259.3716,63.09,2.537,0.2208,3.381,46.35,19.16
3325.5132,53.06,2.699,0.1053,3.546,29.94,24.18
3352.488,55.88,2.609,0.1517,3.491,15.81,67.69
3485.838,64.28,2.581,0.161,5.188,22.85,6.819
3819.2964,62.5605,2.6092,0.180812,4.2665,38.28,6.844
3343.656,49.7333,2.7609,7.34E-02,3.941,45.9957,2000
3607.7652,51.3647,2.5099,8.63E-02,4.4934,35.0865,2000
3371.538,52.17,2.709,8.52E-02,3.6,35.74,17.18
3400.3416,51.13,2.718,1.18E-02,4.477,47.62,40.48
3251.6064,59.5342,2.6464,0.165117,3.3615,63.5554,52.8224
3085.6428,68.7594,2.5734,0.217253,3.7107,31.1592,30.87
3340.1436,56.57,2.595,4.76E-02,4.915,27.08,35.55
3498.1896,70.1581,2.4458,0.264688,5.0745,32.2107,286.175
3357.6768,61.8838,2.6058,17.8743,3.5864,24.1186,6.5605
3510.3744,63.91,2.494,0.1208,4.86,15.77,10.14
3364.5348,61.6972,2.5788,0.197255,3.7155,37.8197,28.5587
3191.8656,63.4635,2.544,21.0293,3.2098,66.0923,5.584
3389.9784,64.75,2.448,0.1275,2.505,41.74,39.39
3499.5612,58.6235,2.639,0.161648,3.5016,49.2926,15.8345
3407.5116,55.5883,2.6453,0.159144,3.1309,27.8774,12.5573
3394.0932,80.58,2.242,0.1727,2.012,35.47,15.96
3493.6104,53.88,2.693,1.86E-02,4.75,32.2,46.91
3473.0364,70.7,2.36,0.132,2.943,31.88,42.92
3396.2268,53.5,2.704,3.50E-02,4.75,96.13,22.11
3263.3412,53.7137,2.729,0.111941,3.5185,42.9658,40.9951
3303.5748,70.9035,2.4129,0.282251,3.5442,43.9052,6.9293
3370.7832,52.4202,2.7351,9.85E-02,3.662,31.1387,48.6524
3581.088,84.57,2.597,0.3469,3.984,125.7,2.401
3730.5996,55.5442,2.6907,0.131519,3.8247,43.1979,10.7572
3500.3232,66.1826,2.5262,0.223999,4.0632,37.925,10.8502
3526.8336,78.21,2.298,0.1633,2.012,46.9,19.68
3266.5416,62.7029,2.5309,21.7881,3.212,29.9495,5.7435
3511.2888,66.48,2.491,0.1484,4.641,16.86,13.37
3729.0756,53.8094,2.7008,0.122443,4.0995,19.09,1741.25
3373.9764,50.91,2.686,1.40E-02,4.915,45.61,43.32
3467.0928,64.98,2.712,0.1981,4.148,81.13,2.645
3131.058,62.1188,2.5931,0.210704,3.6447,50.5502,13.2975
3303.72,61.35,2.499,0.114,3.053,28.38,14.28
3354.6216,57.09,2.617,0.1591,3.162,34.31,50.78
3333.1332,52.73,2.677,4.55E-02,4.75,40.35,20.32
3471.9696,66.75,2.452,0.1024,2.888,17.83,19.83
3354.3168,57,2.651,0.1294,3.217,28.34,53.37
3493.9152,55.79,2.655,0.03354,4.915,27.18,45.48
3505.8024,59.35,2.575,7.38E-02,4.915,31.55,13.37
3264.2484,54.99,2.623,8.55E-02,3.655,68.14,46.24
3368.9544,58.8519,2.6698,0.151823,3.8497,49.483,358.795
3500.316,53.13,2.78,0.02129,6.722,23.72,28.69
3290.9256,67.754,2.4538,0.260602,3.1637,88.8451,37.223
3766.2612,52.5325,2.6545,0.123623,3.3917,46.0989,9.2917
3739.134,52.513,2.7457,0.104797,3.4675,47.8151,60.8273
3258,58.19,2.76,9.30E-02,4.312,23.85,59.07
3320.9412,57.4,2.603,0.17,3.053,26.92,77.59
3326.8848,59.18,2.588,0.1574,3.217,35.22,8.281
3356.7552,53.45,2.702,9.57E-02,4.038,65.99,16.08
3381.1392,58.47,2.706,8.79E-02,3.053,72.38,5.326
3396.8364,51.56,2.686,9.34E-03,4.86,28.83,43.13
3495.1344,67.22,2.457,0.1383,5.407,19.39,70.04
3507.3264,67.81,2.514,0.1852,4.038,35.21,9.348
3486.7524,63.11,2.537,0.1055,4.75,20.82,14.16
3343.5036,48.56,2.813,5.60E-02,4.114,42.58,2000
3471.0552,63.73,2.609,8.17E-02,3.053,78.89,8.891
3311.7972,66.28,2.493,0.1772,2.724,45.49,24.18
3274.1616,57.0984,2.6693,14.6553,3.3941,34.1093,10.1236
3664.6032,73.75,2.585,0.1836,3.436,107.5,2.676
3512.0508,68.42,2.484,0.1929,5.079,19.33,20.62
3209.6964,57.7473,2.6609,15.0546,3.5903,37.024,16.0345
3168.396,66.8066,2.4674,26.6384,3.1466,54.8876,27.1343
3264.4008,56.1,2.61,0.1065,3.381,55.5,46.61
3452.6148,66.41,2.536,0.1277,2.56,57.62,1.701
3336.1812,72.33,2.559,0.1113,3.107,126.9,3.62
3525.9192,78.95,2.23,0.1524,1.848,24.98,28.6
3666.1272,77.45,2.308,0.1856,1.903,15.29,0.2383
3393.3312,81.02,2.252,0.1843,1.958,38.16,14.04
3394.2456,80.06,2.256,0.172,2.067,30.25,11.08
3460.2348,61.12,2.528,7.15E-02,4.258,28.14,18.12
3739.5912,53.6739,2.7294,0.10407,3.418,40.7892,39.1363
3175.1016,62.4849,2.5816,19.6052,3.1346,44.2557,4.9568
3585.5076,58.64,2.668,6.54E-02,4.75,47.11,7.855
3306.1656,61.9687,2.5236,0.22617,3.8233,33.9683,19.4852
3534.4536,78.86,2.311,0.1834,2.177,34.94,6.149
3002.28,55.1157,2.7392,9.44E-02,3.8257,35.8407,323.516
3337.0956,77.45,2.607,0.2217,3.71,155.4,3.163
3514.8012,51.4338,2.7834,0.080956,3.7191,35.6092,49.7846
3604.8696,51.9701,2.8197,3.39E-02,4.326,30.5514,179.032
3501.84,60.46,2.694,0.1259,7.927,19.32,8.738
3770.9856,52.089,2.7137,0.116223,3.6363,40.7383,28.5418
3381.7488,65.21,2.539,0.1065,2.724,79.09,3.102
3666.2796,78.23,2.286,0.1866,1.958,13.87,0.2078
3540.3972,78.17,2.316,0.1857,2.231,63.89,11.39
3697.674,60.09,2.665,8.93E-02,4.641,59.53,11.24
3449.7192,66.42,2.495,0.1813,4.038,34.72,6.575
3486.15,55.5333,2.734,9.94E-02,3.9053,42.0406,1999.7
3305.3964,64.07,2.483,8.81E-02,2.45,41.99,8.586
3614.3184,56.8686,2.5414,0.190056,3.9103,34.0527,8.0899
3449.1096,62.69,2.567,0.131,4.531,38.71,4.382
3588.0984,57.77,2.694,0.05917,4.531,46.22,9.012
3337.8576,56.87,2.699,0.1242,4.477,29.91,7.398
3499.2564,57.7186,2.6656,0.150333,4.2288,48.5381,28.6605
3364.0776,61.6303,2.5752,0.199942,3.7453,35.7863,27.2283
3515.2512,69.3,2.485,0.2563,3.71,22.07,9.134
3406.2924,49.1579,2.8062,5.66E-02,3.7732,30.4617,54.6108
3480.9612,76.18,2.315,0.1755,1.958,21.86,0.3906
3500.0184,57.0353,2.6553,0.154616,3.4242,56.5819,10.0856
3177.0828,59.1197,2.6099,18.228,3.1743,47.0078,6.0965
3268.218,57.3908,2.6287,17.1324,3.4663,33.1458,16.0193
3421.6776,52.75,2.698,0.07508,4.038,52.4,26.77
3174.9492,63.3351,2.5668,20.4738,3.1902,43.4365,6.1598
3585.0504,59.1,2.665,6.50E-02,4.915,38.46,8.951
3442.2516,58.8,2.598,0.05697,4.969,42.14,9.53
3298.386,54.26,2.707,0.1144,3.436,72.81,14.56
3367.4232,50.04,2.744,9.41E-03,4.312,57.74,53.01
3236.3664,66.93,2.5721,21.4156,3.3399,29.6711,2.9655
3607.9104,83.41,2.562,0.2922,3.765,105.9,2.523
3449.5668,66.02,2.51,0.1732,3.765,39.49,6.24
3507.7836,68.9,2.534,0.2201,7.434,30.26,8.555
3576.6756,68.4789,2.5387,0.222155,3.9696,31.3155,18.3238
3390.138,55.6724,2.7075,0.130085,3.8018,38.1568,24.9524
3409.6452,63.7774,2.6015,0.219139,3.6508,36.1672,2.7071
3527.748,79.53,2.224,0.1478,1.793,15.21,59.16
3363.6132,55.54,2.741,7.66E-02,4.641,50.02,21.56
3499.7064,53.35,2.719,2.20E-02,4.258,24.37,27.41
3659.574,76.54,2.639,0.2612,3.436,118.6,3.955
3394.5504,78.62,2.327,0.1771,2.286,56.1,5.783
3346.704,60.8166,2.5378,0.221116,3.6817,24.8143,5.6463
3119.1708,58.87,2.6308,0.169589,3.7657,36.0246,1205.77
3330.2376,54.22,2.728,4.38E-02,4.531,40.79,14.37
